ID,Name,Gender,Birthday,Place of Birth
5292,Denzel Washington,Male,1954-12-28,"Mount Vernon, New York, États-Unis"
4765,Jason Robards,Male,1922-07-26,"Chicago, Illinois, USA"
2453,Mary Steenburgen,Female,1953-02-08,"Newport, Arkansas, USA"
3131,Antonio Banderas,Male,1960-08-10,"Málaga, Andalucía, Spain"
707,Dan Aykroyd,Male,1952-07-01,"Ottawa, Ontario, Canada"
7171,John Belushi,Male,1949-01-24,"Chicago, Illinois, USA"
7172,James Brown,Male,1933-04-03,"Barnwell, South Carolina, USA"
7173,Cab Calloway,Male,1907-12-25,"Rochester, New York, USA"
7174,Ray Charles,Male,1930-09-23,"Albany, Georgia USA"
4483,Dustin Hoffman,Male,1937-08-08,"Los Angeles, California, USA"
500,Tom Cruise,Male,1962-07-03,"Syracuse, New York, USA"
3124,Valeria Golino,Female,1966-10-22,"Naples, Campania, Italy"
2211,Gerald R. Molen,Male,1935-01-06,"Great Falls, Montana, USA"
5145,Jack Murdock,Male,1922-10-28,"Ohio, USA"
4135,Robert Redford,Male,1936-08-18,"Santa Monica, California, USA"
4483,Dustin Hoffman,Male,1937-08-08,"Los Angeles, California, USA"
5251,Jack Warden,Male,1920-09-18,"Newark, New Jersey, USA"
1936,Martin Balsam,Male,1919-11-04,"Bronx, New York, USA"
11066,Hal Holbrook,Male,1925-02-17,"Cleveland, Ohio, USA"
10980,Daniel Radcliffe,Male,1989-07-23,"Hammersmith, London, England, UK"
10989,Rupert Grint,Male,1988-08-24,"Harlow, Essex, England, UK"
10990,Emma Watson,Female,1990-04-15,"Paris, France"
5469,Ralph Fiennes,Male,1962-12-22,"Ipswich, Suffolk, England, UK"
5658,Michael Gambon,Male,1940-10-19,"Cabra, Dublin, Ireland"
10980,Daniel Radcliffe,Male,1989-07-23,"Hammersmith, London, England, UK"
10990,Emma Watson,Female,1990-04-15,"Paris, France"
10989,Rupert Grint,Male,1988-08-24,"Harlow, Essex, England, UK"
5469,Ralph Fiennes,Male,1962-12-22,"Ipswich, Suffolk, England, UK"
1283,Helena Bonham Carter,Female,1966-05-26,"Golders Green, London, England, UK"
62050,Paige O'Hara,Female,1956-05-10,"Fort Lauderdale, Florida, USA"
15048,Robby Benson,Male,1956-01-21,"Dallas, Texas, USA"
108055,Richard White,Male,1953-08-04,"Oak Ridge, Tennessee, USA"
725,Jerry Orbach,Male,1935-10-20,"New York City, New York, USA"
28010,David Ogden Stiers,Male,1942-10-31,"Peoria, Illinois, USA"
31,Tom Hanks,Male,1956-07-09,"Concord, California, USA"
12898,Tim Allen,Male,1953-06-13,"Denver, Colorado, USA"
13726,Ned Beatty,Male,1937-07-06,"Louisville, Kentucky, USA"
3234,Joan Cusack,Female,1962-10-11,"New York City, New York, USA"
2232,Michael Keaton,Male,1951-09-05,"Coraopolis, Pennsylvania, USA"
117640,Haluk Bilginer,Male,1954-06-05,"İzmir, Turkey"
142784,Melisa Sözen,Female,1985-07-06,"İstanbul, Türkiye"
59754,Demet Akbağ,Female,1960-12-23,"Denizli, Turkey"
1337,Tony Leung Chiu-Wai,Male,1962-06-27,Hong Kong
69637,Leslie Cheung,Male,1956-09-12,Hong Kong
1622,Chang Chen,Male,1976-10-14,"Taipei, Taiwan"
133825,Gregory Dayton,Male,1953-04-02,"New York, New York, USA"
52763,Aamir Khan,Male,1965-03-14,"Mumbai, Maharashtra, India"
81928,Anushka Sharma,Female,1988-05-01,"Ayodhya, Uttar Pradesh, India"
1192902,Sushant Singh Rajput,Male,1986-01-21,"Patna, Bihar, India"
35779,Boman Irani,Male,1959-12-02,"Mumbai, Maharashtra, India"
85881,Sanjay Dutt,Male,1959-07-29,"Mumbai, Maharashtra, India"
7301,Anthony Perkins,Male,1932-04-04,"New York City, New York, USA"
14812,Jeanne Moreau,Female,1928-01-23,"Paris, France"
6250,Romy Schneider,Female,1938-09-23,"Vienna, Austria"
40,Orson Welles,Male,1915-05-06,"Kenosha, Wisconsin, USA"
30719,Akim Tamiroff,Male,1899-10-29,"Tiflis, Russian Empire [now Tbilisi, Republic of Georgia]"
2192,Lambert Wilson,Male,1958-08-03,"Neuilly-sur-Seine, France"
10017,Charlton Heston,Male,1923-10-04,"Wilmette, Illinois, USA"
10018,Jack Hawkins,Male,1910-09-14,"Wood Green, London, England, UK"
10019,Haya Harareet,Female,1931-09-20,"Haifa, Israel"
10020,Stephen Boyd,Male,1931-07-04,"Glengormley, Northern Ireland, UK"
10021,Hugh Griffith,Male,1912-05-30,"Marianglas, Anglesey, Wales, UK"
1333461,Kheiron,Male,1982-11-21,"Tehran, Iran"
23383,Leïla Bekhti,Female,1984-03-06,Issy-les-Moulineaux
47337,Gérard Darmon,Male,1948-02-29,"Paris, France"
54620,Branko Đurić,Male,1962-05-28,"Sarajevo, Bosnia and Herzegovina, Yugoslavia (now Sarajevo, Bosnia and Herzegovina)"
54621,Rene Bitorajac,Male,1972-03-02,"Zagreb, Croatia"
54622,Filip Šovagović,Male,1966-09-13,"Zagreb, Croatia, Yugoslavia (now Zagreb, Croatia)"
54623,Georges Siatidis,Male,1963-03-07,"Brussels, Belgium"
14965,Claire Trevor,Female,1910-03-08,"Brooklyn, New York, U.S."
4165,John Wayne,Male,1907-05-26,"Winterset, Iowa, USA"
14966,Andy Devine,Male,1905-10-07,"Flagstaff, Arizona, USA"
8516,John Carradine,Male,1906-02-05,"New York City, New York, USA"
3383,Thomas Mitchell,Male,1892-07-11,"Elizabeth, New Jersey, USA"
14277,Klaus Kinski,Male,1926-10-18,"Zoppot, Free City of Danzig [now Sopot, Pomorskie, Poland]"
57380,Miguel Ángel Fuentes,Male,1953-09-29,"Tlacotepec, Oaxaca, Mexico"
57379,José Lewgoy,Male,1920-11-16,"Veranópolis, Rio Grande do Sul, Brazil"
4959,Claudia Cardinale,Female,1938-04-15,"Tunis, French Protectorate Tunisia [now Tunisia]"
569,Ethan Hawke,Male,1970-11-06,"Austin, Texas, USA"
1146,Julie Delpy,Female,1969-12-21,"Paris, France"
649,Vernon Dobtcheff,Male,1934-08-14,"Nimes, France"
654,Rodolphe Pauly,Male,1979-12-06,"Clamart, Hauts-de-Seine, Île-de-France, France"
258,Gael García Bernal,Male,1978-11-30,"Guadalajara, Jalisco, Mexico"
261,Goya Toledo,Female,1969-09-24,"Arrecife, Lanzarote"
1072776,Ayana Taketatsu,Female,1989-06-23,"Saitama Prefecture, Japan"
1248340,Haruka Tomatsu,Female,1990-02-04,"Ichinomiya, Aichi Prefect, Japan"
1221877,Ayahi Takagaki,Female,1985-10-25,"Tokyo Prefecture, Japan"
84505,Hiroaki Hirata,Male,1963-08-07,"Tokyo, Japan"
41779,Monica Vitti,Female,1931-11-03,"Rome, Italy"
4961,Gabriele Ferzetti,Male,1925-03-17,"Rome, Italy"
20882,Lea Massari,Female,1933-06-30,"Rome, Italy"
3872,Daniel Brühl,Male,1978-06-16,"Barcelona, Barcelona, Catalonia, Spain"
74568,Chris Hemsworth,Male,1983-08-11,"Melbourne, Victoria, Australia"
59315,Olivia Wilde,Female,1984-03-10,"New York City, New York, USA"
5644,Alexandra Maria Lara,Female,1978-11-12,"Bucharest, Romania"
58502,Natalie Dormer,Female,1982-02-11,"Reading, Berkshire, England, UK"
27811,Peter Weller,Male,1947-06-24,"Stevens Point, Wisconsin, USA"
42160,Ariel Winter,Female,1998-01-28,"Los Angeles, California, USA"
56930,David Selby,Male,1941-02-05,"Morgantown, West Virginia, USA"
51930,Wade Williams,Male,1961-12-24,Tulsa - Oklahoma - USA
21731,Michael McKean,Male,1947-10-17,"New York City, New York, USA"
4970,Ruth Gordon,Female,1896-10-30,"Quincy, Massachusetts, USA"
4971,Bud Cort,Male,1948-03-29,"New Rochelle, New York, USA"
4973,Cyril Cusack,Male,1910-11-26,"Durban, Natal, South Africa"
4974,Charles Tyner,Male,1925-06-08,"Danville, Virginia, USA"
5444,Philippe Nahon,Male,1938-12-24,"Paris, France"
69010,Brad Davis,Male,1949-11-06,"Tallahassee, Florida, U.S."
69011,Irene Miracle,Female,1954-01-24,"Stillwater, Oklahoma, U.S."
12410,Bo Hopkins,Male,1942-02-02,"Greenville, South Carolina, USA"
1811,Randy Quaid,Male,1950-10-01,"Houston, Texas, USA"
5049,John Hurt,Male,1940-01-22,"Shirebrook, Derbyshire, England, UK"
12147,Spencer Tracy,Male,1900-04-05,"Milwaukee, Wisconsin, USA"
16897,Sidney Poitier,Male,1927-02-20,"Miami, Florida, USA"
6598,Katharine Hepburn,Female,1907-05-12,"Hartford, Connecticut, USA"
19729,Katharine Houghton,Female,1945-03-10,"Hartford, Connecticut, U.S.A"
21009,Isabel Sanford,Female,1917-08-29,"New York City, New York, USA"
3085,James Caan,Male,1940-03-26,"The Bronx, New York, USA"
8534,Kathy Bates,Female,1948-06-28,"Memphis, Tennessee, USA"
5605,Richard Farnsworth,Male,1920-09-01,"Los Angeles, California, USA"
36926,Frances Sternhagen,Female,1930-01-13,"Washington, District of Columbia, USA"
7570,Lauren Bacall,Female,1924-09-16,"The Bronx, New York City, New York, USA"
4068,Gary Cooper,Male,1901-05-07,"Helena, Montana, USA"
4070,Grace Kelly,Female,1929-11-12,Philadelphia - Pennsylvania - USA
3383,Thomas Mitchell,Male,1892-07-11,"Elizabeth, New Jersey, USA"
2177,Lloyd Bridges,Male,1913-01-15,"San Leandro, California, USA"
4069,Katy Jurado,Female,1924-01-16,"Guadalajara, Jalisco, Mexico"
4165,John Wayne,Male,1907-05-26,"Winterset, Iowa, USA"
854,James Stewart,Male,1908-05-20,"Indiana, Pennsylvania, USA"
7303,Vera Miles,Female,1929-08-23,"Boise City, Oklahoma, USA"
18391,Lee Marvin,Male,1924-02-19,"New York City, New York, USA"
8254,Edmond O'Brien,Male,1915-09-10,"New York City, New York, USA"
47432,Lembit Ulfsak,Male,1947-07-04,"Koeru, Estonian SSR, USSR [now Estonia]"
1150150,Giorgi Nakashidze,Male,1971-07-23,"Tbilisi, Georgia"
137688,Elmo Nüganen,Male,1962-02-15,"Jõhvi, Estonia"
583735,Misha Meskhi,Male,1982-05-11,"Tbilisi, Georgian SSR, USSR, [now Tbilisi, Republic of Georgia]"
138129,Raivo Trass,Male,1946-03-12,"Estonian SSR, USSR"
150903,Gong Yoo,Male,1979-07-10,"Busan, South Korea"
1024395,Ma Dong-seok,Male,1971-03-01,South Korea
127720,Jung Yu-mi,Female,1983-01-18,"Busan, South Korea"
1255881,Choi Woo-shik,Male,1990-03-26,Seoul - South Korea
1042232,Ahn So-hee,Female,1992-06-27,"Seoul, South Korea"
77289,Catinca Untaru,Female,1997-03-21,"Bucharest, Romania"
72095,Lee Pace,Male,1979-03-25,"Chickasha, Oklahoma, USA"
42705,Justine Waddell,Female,1976-11-04,"Johannesburg, South Africa"
14812,Jeanne Moreau,Female,1928-01-23,"Paris, France"
15395,Maurice Ronet,Male,1927-04-13,"Nice, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France"
12274,Georges Poujouly,Male,1940-01-20,"Garches, Seine-et-Oise [now Hauts-de-Seine], France"
15396,Yori Bertin,Female,1940-12-28,"Bidart, Pyrénées-Atlantiques, France"
15397,Lino Ventura,Male,1919-07-14,"Parma, Emilia-Romagna, Italy"
18391,Lee Marvin,Male,1924-02-19,"New York City, New York, USA"
7502,Ernest Borgnine,Male,1917-01-24,"Hamden, Connecticut, USA"
4960,Charles Bronson,Male,1921-11-03,"Ehrenfeld, Pennsylvania, USA"
4774,Jim Brown,Male,1936-02-17,"St. Simons Island, Georgia, USA"
11147,John Cassavetes,Male,1929-12-09,"New York City, New York, U.S."
3151,Jack Lemmon,Male,1925-02-08,"Newton, Massachusetts, USA"
6837,Walter Matthau,Male,1920-10-01,"New York City, New York, USA"
5247,John Fiedler,Male,1925-02-03,"Platteville, Wisconsin, USA"
10158,Robert Mitchum,Male,1917-08-06,"Bridgeport, Connecticut, USA"
10159,Jane Greer,Female,1924-09-09,"Washington, D.C., United States"
2090,Kirk Douglas,Male,1916-12-09,"Amsterdam, New York, USA"
10160,Rhonda Fleming,Female,1923-08-10,"Los Angeles, California, USA"
10161,Richard Webb,Male,1915-09-09,"Bloomington, Illinois, USA"
449,Jay Baruchel,Male,1982-04-09,"Ottawa, Ontario, Canada"
17276,Gerard Butler,Male,1969-11-13,"Paisley, Scotland, UK"
24264,Craig Ferguson,Male,1962-05-17,"Glasgow, Scotland, UK"
59174,America Ferrera,Female,1984-04-18,"Los Angeles, California, USA"
21007,Jonah Hill,Male,1983-12-20,"Los Angeles, California, USA"
1223786,Emilia Clarke,Female,1986-10-23,"London, England, UK"
237455,Sam Claflin,Male,1986-06-27,"Ipswich, Suffolk, UK"
47627,Janet McTeer,Female,1961-05-08,"Newcastle, Tyne and Wear, England"
4391,Charles Dance,Male,1946-10-10,"Redditch, Worcestershire, Engeland, UK"
74056,Brendan Coyle,Male,1963-12-02,"Corby, Northamptonshire, England"
3894,Christian Bale,Male,1974-01-30,"Haverfordwest, Pembrokeshire, Wales, UK"
3895,Michael Caine,Male,1933-03-14,"Rotherhithe, London, England, UK"
64,Gary Oldman,Male,1958-03-21,"New Cross, London, England, UK"
1813,Anne Hathaway,Female,1982-11-12,"Brooklyn, New York,  USA"
2524,Tom Hardy,Male,1977-09-15,"Hammersmith, London, England, UK"
34491,Luigi Lo Cascio,Male,1967-10-20,"Palermo, Italy"
107626,Paolo Briguglia,Male,1974-05-27,"Palermo, Italy"
120656,Luigi Maria Burruano,Male,1948-10-20,"Palermo, Sicily, Italy"
16970,Ivana Baquero,Female,1994-06-11,"Barcelona, Spain"
16971,Maribel Verdú,Female,1970-10-02,"Madrid, Spain"
16972,Sergi López,Male,1965-12-22,"Barcelona, Cataluña, Spain"
17005,Doug Jones,Male,1960-05-24,"Indianapolis, Indiana, U.S."
684,Tom Schilling,Male,1982-02-10,"Berlin, Germany"
25409,Elyas M’Barek,Male,1982-05-29,"München, Germany"
7805,Wotan Wilke Möhring,Male,1967-05-23,"Detmold, Germany"
7817,Antoine Monot Jr.,Male,1975-06-22,"Rheinbach, Germany"
16783,Hannah Herzsprung,Female,1981-09-07,"Hamburg, Germany"
65571,Stefano Accorsi,Male,1971-03-02,"Bologna, Italy"
1589101,Matilda De Angelis,Female,1995-09-11,"Bologna, Emilia-Romagna, Italy"
1033152,Paolo Graziosi,Male,1940-01-25,"Rimini, Italy"
4110,Humphrey Bogart,Male,1899-12-25,"New York City, New York, USA"
7570,Lauren Bacall,Female,1924-09-16,"The Bronx, New York City, New York, USA"
2673,John Ridgely,Male,1909-09-06,"Chicago, Illinois, USA"
13975,Martha Vickers,Female,1925-05-28,"Ann Arbor, Michigan, USA"
10487,Dorothy Malone,Female,1925-01-30,"Chicago, Illinois, USA"
568657,Sofia Boutella,Female,1982-04-03,"Bab El Oued, Algiers, Algeria"
765,Hiam Abbass,Female,1960-11-30,"Nazareth, Israel"
41526,Patrick Timsit,Male,1959-07-15,"Alger, Algeria"
1554383,Dave Johns,Male,1955-01-01,"Wallsend, Regno Unito"
1182598,Hayley Squires,Female,1988-01-01,"Forest Hill, London, England"
13352,Paul Muni,Male,1895-09-22,"Lemberg, Galicia, Austria-Hungary"
13353,Ann Dvorak,Female,1911-08-02,"New York City, New York, USA"
13354,Karen Morley,Female,1909-12-12,"Ottumwa, Iowa, USA"
13355,Osgood Perkins,Male,1892-05-16,"West Newton, Massachusetts, United States"
13356,C. Henry Gordon,Male,1884-06-17,"New York City, New York, USA"
13524,Christopher Guest,Male,1948-02-05,"New York City, New York, U.S."
21731,Michael McKean,Male,1947-10-17,"New York City, New York, USA"
6008,Harry Shearer,Male,1943-12-23,"Los Angeles, California, USA"
3026,Rob Reiner,Male,1947-03-06,"The Bronx, New York, USA"
104410,June Chadwick,Female,1951-11-30,"Warwickshire, England, UK"
25002,Lee Byung-hun,Male,1970-07-12,"Seongnam, Gyeonggi, South Korea"
64880,Choi Min-sik,Male,1962-04-27,"Seoul, South Korea"
87090,Cheon Ho-jin,Male,1960-09-05,"Busan, South Korea"
10798,Groucho Marx,Male,1890-10-02,"New York City, New York, USA"
10799,Chico Marx,Male,1887-03-22,"New York City, New York, USA"
10800,Harpo Marx,Male,1888-11-23,"New York City, New York, USA"
10802,Allan Jones,Male,1907-10-14,"Old Forge, Pennsylvania, USA"
143593,Xavier Dolan,Male,1989-03-20,"Montréal, Québec, Canada"
86612,Anne Dorval,Female,1960-11-08,"Rouyn-Noranda, Québec, Canada"
469462,François Arnaud,Male,1985-07-05,"Montréal, Québec, Canada"
142689,Suzanne Clément,Female,1969-05-12,"Montreal, Quebec, Canada"
1371398,O'Shea Jackson Jr.,Male,1991-02-24,"Compton, California, USA"
1154054,Corey Hawkins,Male,1988-10-22,"Arlington, Texas, USA"
1115984,Jason Mitchell,Male,1987-01-01,"New Orleans, Louisiana, USA"
378,Jonathan Pryce,Male,1947-06-01,"Carmel, Flintshire, Reino Unido"
380,Robert De Niro,Male,1943-08-17,"Greenwich Village, New York City, New York, USA"
381,Katherine Helmond,Female,1929-07-05,"Galveston, Texas, USA"
65,Ian Holm,Male,1931-09-12,"Goodmayes, Essex, England, UK"
382,Bob Hoskins,Male,1942-10-26,"Bury St. Edmunds, Suffolk, England, UK"
2749,James Dean,Male,1931-02-08,"Marion, Indiana, USA"
2750,Julie Harris,Female,1925-12-02,"Grosse Pointe Park, Michigan, USA"
2669,Raymond Massey,Male,1896-08-30,"Toronto, Ontario, Canada"
2751,Richard Davalos,Male,1930-11-05,"New York City, New York, USA"
2752,Jo Van Fleet,Female,1914-12-30,"Oakland, California, U.S."
1047948,Edoardo Leo,Male,1972-04-21,"Rome, Italy"
229573,Valerio Aprea,Male,1968-04-11,"Rome, Italy"
7707,Libero De Rienzo,Male,1978-02-24,"Napoli, Campania, Italia"
221078,Pietro Sermonti,Male,1971-10-25,"Rome, Lazio, Italy"
9741,Jean Marais,Male,1913-12-11,"Cherbourg, Manche, France"
9744,Mila Parély,Female,1917-10-07,"Paris, Ile-de-France, France"
9745,Nane Germon,Female,1909-06-10,"Paris, Ile-de-France, France"
1050248,Art Parkinson,Male,2001-10-19,"Moville, County Donegal, Ireland"
6885,Charlize Theron,Female,1975-08-07,"Benoni, Gauteng, South Africa"
108916,Rooney Mara,Female,1985-04-17,"Bedford, New York, USA"
10297,Matthew McConaughey,Male,1969-11-04,"Uvalde, Texas, USA"
5469,Ralph Fiennes,Male,1962-12-22,"Ipswich, Suffolk, England, UK"
20124,Gene Tierney,Female,1920-11-19,"Brooklyn, New York, USA"
13578,Dana Andrews,Male,1909-01-01,"Covington County, Mississippi, USA"
20125,Clifton Webb,Male,1889-11-19,"Indianapolis, Indiana, USA"
1905,Vincent Price,Male,1911-05-27,"St. Louis, Missouri, USA"
3362,Judith Anderson,Female,1897-02-10,"Adelaide, South Australia, Australia"
69310,Ricardo Darín,Male,1957-01-16,"Buenos Aires, Argentina"
119671,Gastón Pauls,Male,1972-01-17,Buenos Aires - Argentina
7241,Rena Owen,Female,1962-07-22,"Bay of Islands, New Zealand"
7242,Temuera Morrison,Male,1960-12-26,"Rotorua, Île du Nord, Nouvelle-Zélande"
1896,Don Cheadle,Male,1964-11-29,"Kansas City, Missouri, USA"
2598,Sophie Okonedo,Female,1969-01-01,"London, England, UK"
1733,Nick Nolte,Male,1941-02-08,"Omaha, Nebraska, USA"
73421,Joaquin Phoenix,Male,1974-10-28,"San Juan, Puerto Rico"
71507,Marc-André Grondin,Male,1984-03-11,"Montreal, Quebec"
32885,Michel Côté,Male,1950-06-25,Canada
6952,Charlie Sheen,Male,1965-09-03,"New York City, New York, USA"
5293,Willem Dafoe,Male,1955-07-22,"Appleton, Wisconsin, USA"
85,Johnny Depp,Male,1963-06-09,"Owensboro, Kentucky, USA"
2178,Forest Whitaker,Male,1961-07-15,"Longview, Texas, USA"
13022,Tom Berenger,Male,1949-05-31,Chicago - Illinois - USA
6588,Isabella Rossellini,Female,1952-06-18,"Rome, Lazio, Italy"
6677,Kyle MacLachlan,Male,1959-02-22,Yakima - Washington - USA
2778,Dennis Hopper,Male,1936-05-17,Dodge City - Kansas - USA
4784,Laura Dern,Female,1967-02-10,"Los Angeles, California, USA"
3382,Hope Lange,Female,1933-11-28,"Redding, Connecticut, USA"
2565,Yves Montand,Male,1921-10-13,"Monsummano Terme, Pistoia, Tuscany, Italy"
4885,Emmanuelle Béart,Female,1963-08-14,"Gassin, France"
6012,Daniel Auteuil,Male,1950-01-24,"Algiers, Alger, France [now Algeria]"
23388,Hippolyte Girardot,Male,1955-10-10,"Boulogne-Billancourt, Hauts-de-Seine, France"
4110,Humphrey Bogart,Male,1899-12-25,"New York City, New York, USA"
7570,Lauren Bacall,Female,1924-09-16,"The Bronx, New York City, New York, USA"
17753,Lionel Barrymore,Male,1878-04-28,"Philadelphia, Pennsylvania, USA"
13566,Edward G. Robinson,Male,1893-12-12,"Bucharest, Romania"
14965,Claire Trevor,Female,1910-03-08,"Brooklyn, New York, U.S."
1932,Audrey Hepburn,Female,1929-05-04,"Ixelles, Belgium"
35321,Rex Harrison,Male,1908-03-05,"Huyton, Lancashire, England, UK"
12727,Stanley Holloway,Male,1890-10-01,"Manor Park, London, England, UK"
15387,Wilfrid Hyde-White,Male,1903-05-12,"Bourton-on-the-Water, Gloucestershire, England, UK"
3366,Gladys Cooper,Female,1888-12-18,"Chiswick, England, UK"
16483,Sylvester Stallone,Male,1946-07-06,"New York City, New York, USA"
3094,Talia Shire,Female,1946-04-25,"Lake Success, New York, U.S,"
4521,Burt Young,Male,1940-04-30,"New York City, New York, USA"
16523,Burgess Meredith,Male,1907-11-16,"Cleveland, Ohio, USA"
82119,Chantal Lauby,Female,1948-03-23,"Gap, France"
4275,Alain Chabat,Male,1958-11-24,"Oran, Oranie, Algérie"
47337,Gérard Darmon,Male,1948-02-29,"Paris, France"
76826,Sam Karmann,Male,1953-09-23,"Port-Saïd, Égypte"
1269,Kevin Costner,Male,1955-01-18,"Lynwood, California, USA"
2176,Tommy Lee Jones,Male,1946-09-15,"San Saba, Texas, USA"
64,Gary Oldman,Male,1958-03-21,"New Cross, London, England, UK"
4724,Kevin Bacon,Male,1958-07-08,"Philadelphia, Pennsylvania, USA"
12132,Michael Rooker,Male,1955-04-06,"Jasper, Alabama, USA"
929905,Kara Hayward,Female,1998-11-17,Andover - Massachusetts - USA
819,Edward Norton,Male,1969-08-18,"Boston, Massachusetts, USA"
62,Bruce Willis,Male,1955-03-19,"Idar-Oberstein, Germany"
1532,Bill Murray,Male,1950-09-21,"Wilmette, Illinois, USA"
1231,Julianne Moore,Female,1960-12-03,"Fayetteville, North Carolina, USA"
3905,William H. Macy,Male,1950-03-13,"Miami, Florida, USA"
4764,John C. Reilly,Male,1965-05-24,"Chicago, Illinois, USA"
500,Tom Cruise,Male,1962-07-03,"Syracuse, New York, USA"
4492,Philip Baker Hall,Male,1931-09-10,"Toledo, Ohio, USA"
2130,Cary Elwes,Male,1962-10-26,London - England - UK
32,Robin Wright,Female,1966-04-08,"Dallas, Texas, USA"
25503,Mandy Patinkin,Male,1952-11-30,"Chicago, Illinois, USA"
14541,Chris Sarandon,Male,1942-07-24,"Beckley, West Virginia, USA"
2231,Samuel L. Jackson,Male,1948-12-21,"Washington, D.C., USA"
6856,Kurt Russell,Male,1951-03-17,"Springfield, Massachusetts, USA"
10431,Jennifer Jason Leigh,Female,1962-02-05,"Hollywood, California, USA"
27740,Walton Goggins,Male,1971-11-10,"Birmingham, Alabama, USA"
76961,Demián Bichir,Male,1963-08-01,"Mexico City, Distrito Federal, Mexico"
